Headline,Body ID,Stance,Class
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,1485,agree,1
Police hunting mystery 'slapper' in tweed jacket who attacks people who sneeze in town's high street,1839,agree,1
"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",1740,agree,1
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",1333,agree,1
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,1751,agree,1
"Vice's Shane Smith drops $300,000 on Vegas dinner",1834,agree,1
Duped again: Macaulay Culkin is not dead,2341,agree,1
"Luckiest Pizza Delivery Guy Ever Gets $2,000 Tip",2122,agree,1
Willie Nelson Dead? Internet Freaks Out As Another Celebrity Death Hoax Makes The Rounds,2186,agree,1
Heartbroken girl spends week in KFC after getting dumped,1225,agree,1
Small Meteorite Strikes in Nicaragua's Capital City of Managua,961,agree,1
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,1197,agree,1
Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),1959,agree,1
Texas plumber's truck on front line of Syria war,2379,agree,1
Purdon Ebola Hoax: ‘Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus’ Article is Fake,1625,agree,1
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",2127,agree,1
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,2349,agree,1
"Led Zeppelin Reunion: Robert Plant Rips Up $300 Million Contract, Refuses To Rejoin Legendary Band",1978,agree,1
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1610,agree,1
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1087,agree,1
Texas Truck Winds Up in Syria With Islamic Militants,2379,agree,1
Jose Canseco Shot in the Hand During Accidental Shooting at Vegas Home,2352,agree,1
"Vice Media’s CEO blew $300,000 on dinner, and a Vegas casino boss blabbed about it",1834,agree,1
Putin’s motorcade looks suspiciously like a massive…,2391,agree,1
"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",1820,agree,1
ISIL Beheads American Photojournalist in Iraq,782,agree,1
Report: Christian Bale Just Bailed on the Steve Jobs Movie,1299,agree,1
"Video showing American journalist beheaded believed real, officials and family say",1589,agree,1
"No, Banksy hasn’t been arrested",1940,agree,1
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1658,agree,1
Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,740,agree,1
Tiger Woods' agent shoots down report of failed drug test,1718,agree,1
Priest' claim of seeing God as a woman dismissed as hoax,1549,agree,1
Seven teenage girls get pregnant on school trip,1140,agree,1
"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",2161,agree,1
Whiz kid stock picker: I didn't actually make $72M trading,2407,agree,1
Strange mark turns out to be tropical spider burrowing under vacationer's skin,1883,agree,1
Chinese 'mistress' is stripped naked and beaten senseless in backlash against booming country's 'concubine culture',1334,agree,1
Saudi Arabian cleric issues fatwa against snowmen,732,agree,1
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,1084,agree,1
Terrorist Plot Targeting Black Friday Shoppers Uncovered,2091,agree,1
Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,2451,agree,1
"Dead for 48 minutes, Catholic Priest claims God is female",1407,agree,1
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,1130,agree,1
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1747,agree,1
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",530,agree,1
Saudi cleric issues fatwa on snowmen,732,agree,1
Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax,1035,agree,1
Boko Haram ceasefire ignored as violence flares in Borno state,1298,agree,1
Pope Francis turns out not to have made pets in heaven comment,82,agree,1
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",663,agree,1
"Batmobile stolen in Detroit? Good one, joker!",1528,agree,1
"Rodney Constantine, Newfoundland Suspect, Keeps Facebook Pledge To Turn Himself In",1408,agree,1
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,1623,agree,1
KC hospital: Patient does not have symptom profile of Ebola,1015,agree,1
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',1764,agree,1
Officials: Report That Area Town Is Under Ebola Quarantine Is False,638,agree,1
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1588,agree,1
"Whoa, Paul Rudd Was One of the Airport Heroes Who Took Down the Homophobe",118,agree,1
20-Year-Old Quarter Pounder Looks About the Same,2411,agree,1
Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains 'had no idea' she was pregnant,899,agree,1
Hospital: Man not being treated for Ebola in Kansas City,2104,agree,1
Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,2278,agree,1
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,999,agree,1
Two blokes dared to eat 20-year-old burger for charity,2474,agree,1
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,2286,agree,1
Air travelers wary of Ebola fears seen with surgical masks ... and a HAZMAT suit,1826,agree,1
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",2386,agree,1
Video shows ISIL beheading of photojournalist James Foley,1336,agree,1
Mirfield man's tears of joy after lost voicemail of wife retrieved,2020,agree,1
"No, Saudi TV Didn't Blur Out Michelle Obama's Face When the President Met King Salman",1742,agree,1
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,1306,agree,1
Government fires employee who skipped work for 24 years,1951,agree,1
An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,1318,agree,1
Soldier shot near Canadian parliament building,1089,agree,1
Macaulay Culkin dead hoax: Fake death report spreads on social networks,1805,agree,1
"Woman catches husband cheating with her twin, humiliates them",1725,agree,1
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,533,agree,1
Pentagon: ISIS Got U.S. Weapons Package,2172,agree,1
Search launched for dog's owner after pooch found dumped next to suitcase filled with belongings,16,agree,1
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,2166,agree,1
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",2214,agree,1
Christian Bale will not play Steve Jobs,852,agree,1
"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",2269,agree,1
ISIL Beheads American Photojournalist in Iraq,2067,agree,1
Rapper Big Bank Hank of Sugarhill Gang dies at 57,2351,agree,1
"Hostage David Haines' Murder 'Evil', PM Says",581,agree,1
Govt fires employee who skipped work for 24 years,2441,agree,1
The baby from Teletubbies reveals herself,1623,agree,1
"No, Vladimir Putin did not get pooped on by a bird during a First World War speech",2081,agree,1
"Dogs DO go to heaven… and cats, and horses: Pope assures young boy that there is a place in paradise for animals as well",2297,agree,1
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,1996,agree,1
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,263,agree,1
Texas Plumber Has ‘No Idea’ How Company Truck Ended Up With ISIS,2015,agree,1
Vogue’s Shiny New Office Has a Big Rat Problem,2031,agree,1
Widower Cries Tears Of Joy After Hearing Late Wife's Voice Again,1640,agree,1
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",1365,agree,1
Dog found abandoned at Scottish train station with suitcase of belongings,1853,agree,1
Tiger Woods selling Swedish villa — island included,1991,agree,1
Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,1245,agree,1
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",808,agree,1
Microsoft Hires Dalek-style Robocops to Guard Silicon Valley HQ,552,agree,1
Woman spends a week in KFC to get over her break up,1551,agree,1
Rajasthan: Angry mob teaches rapist a lesson; chops penis off,1673,agree,1
Christian Bale Won't Play Steve Jobs After All,755,agree,1
Big Bank Hank of The Sugarhill Gang is dead at 57,1831,agree,1
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,945,agree,1
"ISIS Video Shows Execution of David Cawthorne Haines, British Aid Worker",1989,agree,1
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1925,agree,1
Dog abandoned at Ayr station with belongings in suitcase,626,agree,1
Government employee fired after skipping work for 24 years,2134,agree,1
"In Vogue vs Rats War, the Rats Are Winning",834,agree,1
Magic mushrooms found at Buckingham Palace,527,agree,1
Paul Revere's 1795 time capsule unearthed,2257,agree,1
"Canadian woman 'captured by ISIS in Syria' says she is actually fine and still fighting the jihadists, despite kidnap reports",2037,agree,1
James Foley remembered as 'brave and tireless' journalist,1589,agree,1
Homeless man receives $100... then shocks everyone with how he spends it,2305,agree,1
Chinese advised to choose British-sounding names to get ahead,1789,agree,1
Here's video of a bird pooping on Vladimir Putin in the middle of a speech,2174,agree,1
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,1637,agree,1
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1841,agree,1
Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all',2242,agree,1
"No, Jordan's King Abdullah II is not personally flying planes against Isis",902,agree,1
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,1913,agree,1
Saudi cleric says snowmen are anti-Islamic,1064,agree,1
Chinese parents try to SELL their son to pay for medical treatment for his sick twin sister,886,agree,1
Tiger Woods' former luxury island goes on sale,1375,agree,1
Big Bank Hank of The Sugarhill Gang is dead at 57,2398,agree,1
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1913,agree,1
'Sex attacker' has penis cut off with a cleaver in India,1981,agree,1
U.S. arms airdrop fell into ISIS hands: Pentagon,2172,agree,1
Video shows ISIL beheading of photojournalist James Foley,2450,agree,1
Macaulay Culkin: Death claims about former child star revealed to be yet another hoax,2326,agree,1
Sugarhill Gang's Big Bank Hank Dead At 57,1637,agree,1
"Pope Francis did not tell boy heaven has room for pets, contrary to report",2370,agree,1
"#Daysofdarkness: No, There Won't Be Six Days Of Darkness In December",1491,agree,1
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,2374,agree,1
Homeland Security: No ISIL fighters on U.S. border,391,agree,1
"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",2227,agree,1
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,646,agree,1
Christian Bale won't play Steve Jobs,729,agree,1
"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness",844,agree,1
"'A wonderful, wonderful sound': Man breaks down after hearing voicemail from his late wife that was lost for 14 years",1640,agree,1
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1014,agree,1
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,114,agree,1
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1698,agree,1
Christian Bale will not play Steve Jobs,729,agree,1
The news of Cesar Millan's death is false,1929,agree,1
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,1666,agree,1
"Mom Calls 911 On Masturbating Teenage Son; Boy Arrested, Charged With New ‘Self-Rape’ State Law",27,agree,1
Heartwarming video shows son revealing he’s paid off parent’s mortgage as a Christmas gift,988,agree,1
Who Should Play Steve Jobs Now That Christian Bale Quit?,1841,agree,1
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,263,agree,1
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,511,agree,1
"Dead for 48 minutes, Catholic Priest claims God is female",1014,agree,1
"No, there aren’t any Ebola cases in Iraq",1778,agree,1
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2508,agree,1
Iraq Says Arrested Woman Is Not The Wife of ISIS Leader al-Baghdadi,1877,agree,1
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,726,agree,1
Christian Bale won't play Steve Jobs,755,agree,1
Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,2132,agree,1
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,1883,agree,1
Tiger Woods prices private island at $7.1 million,1888,agree,1
Obama: murder of James Foley 'shocks the conscience of the entire world',2524,agree,1
"No, Banksy has not been arrested (sigh)",1940,agree,1
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",2354,agree,1
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,2478,agree,1
